Protein_ID 	BC.1	BC.2	BC.3	BC.4	BC.5	BC.6	BC.7	BC.8	BC.9	BC.10	BC.11	BC.12	BC.13	BC.14	BC.15	BC.16	BC.17	BC.18	BC.19	BC.20	BC.21	BC.22	BC.23	BC.24	BC.25	BC.26	BC.27	BC.28	BC.29	BC.30	BC.31	BC.32	BC.33	BC.34	BC.35	BC.36	BC.37	BC.38	BC.39	BC.40	BC.41	BC.42	BC.43	BC.44	BC.45	BC.46	BC.47	BC.48	BC.49	BC.50	BC.51	BC.52	BC.53	BC.54	BC.55	BC.56	BC.57	BC.58	BC.59	BC.60	BC.61	BC.62	BC.63	BC.64	BC.65	BC.66	BC.67	BC.68	BC.69	BC.70	BC.71	BC.72	BC.73	BC.74	BC.75	BC.76	BC.77	BC.78	BC.79	BC.80	BC.81	BC.82	BC.83	BC.84	BC.85	BC.86	BC.87	BC.88	BC.89	BC.90	BC.91	BC.92	BC.93	BC.94	BC.95	BC.96	BC.97	BC.98	BC.99	BC.100	BC.101	BC.102	BC.103	BC.104	BC.105	BC.106	BC.107	BC.108	BC.109	BC.110	BC.111	BC.112	BC.113	BC.114	BC.115	BC.116	BC.117	BC.118	BC.119	BC.120	BC.121	BC.122	BC.123	BC.124	BC.125	BC.126	BC.127	BC.128	BC.129	BC.130	BC.131	BC.132	BC.133	BC.134	BC.135	BC.136	BC.137	BC.138	BC.139	BC.140
CSNK2A1	65258600	32606000	63862000	25731814.62	75610000	46392500	33156000	61038000	32788800	47160000	4015300	59324000	55694196.35	60637731.28	44978535.42	52123538	33113140.94	54597197.26	44363256.03	49530990.21	43510742.64	54191661.34	61254226.76	42269701.18	38409072.13	39798590.36	42565342.72	54695364.75	57847970.11	47338681.95	42613607.54	43632821.1	48481626.35	45186935.82	57316620.66	42735137.27	40371266.57	41786054.91	51222135.09	42555743.38	49991242.46	44463351.54	40869992.94	44723286.78	43279372.86	52187581.22	54903070.78	42995701.03	42095866.29	50146030.45	49565065.1	48504100.37	46739483.65	44909250.41	45235729.95	42896409.48	50386488.96	44350053.56	53588753.76	42783037.51	49948364.93	42611135.31	43100505.23	43820997.69	43914186.65	42438590.2	44456378.02	49642051.44	48298556.71	51588304.8	53287303.96	49799106.82	50070528.67	43323178.32	43560914.06	42943217.06	44326850.85	44888205.52	48081960.8	44305423	46268470.44	44718335.26	46528253.18	43353504.05	49832664.35	43402429.76	43785155.46	44558192.04	43751636.19	46390343.84	47008613.12	45236622.69	44845048.2	45121498.78	46505584.86	49843413.63	49861980.25	43880761.87	44274978.21	44316305.8	46156523.44	44162210.62	45321993.43	43958781.11	43847422.4	44957690.61	46924491.12	43636423.35	49599247.53	44067118.52	43717813.58	45517075.81	45687601.82	44870720.33	45084323.58	43844323.88	44844193.47	45710214.97	47048150.47	49750536.93	49369532.93	44232428.44	45685249.06	44071140.84	44718871.61	44122128.33	45150220.17	44919853.64	44793817.2	45272444.35	46647187.46	44346433.65	49105421	45459761.43	45631891.23	44677469.94	44631245.28	45066949.5	44276674.23	44174001.43
CSNK2A2	1307736.52	16223800	5448995.341	5131693.844	4249200	7527190.21	5401600	9912682.719	7097490	6999800	5105781.806	6912177.846	16621078.28	14293362.4	4684973.594	4978146.204	9282779.846	8984122.834	7327683.614	7518494.194	6178436.368	6295730.334	6294965.985	13055663.34	7300541.122	10654734.62	6290280.09	10312597.18	6460359.587	7828439.388	6418026.24	7573427.941	6392541.562	6279566.253	13039524.96	12227106.74	9986046.781	11086958.06	10859678.63	10792731.77	8404882.352	8480582.193	8259153.216	8311506.603	7270434.462	13919925.15	8119343.82	9565269.611	8471811.253	7620646.36	7464859.511	9787073.589	7520845.342	7668002.636	7503027.71	8492697.824	14119710.59	13387453.1	9132810.985	8804849.573	8580781.33	7899356.336	10068297.43	10049169.98	7965509.973	7985591.416	8812786.772	13464897.48	8652895.38	12185890.06	8319992.112	8220717.858	8681187.096	10178036.44	8057533.837	10122320.42	8086159.424	8893533.733	12729056.76	12947831.15	11728977.7	12105494.69	8386017.951	8748408.745	9790271.554	10431533.09	10400476.06	10395581.72	9189934.562	12227152.7	8653022.897	9655505.385	8826418.08	12173424.45	8855909.334	9539195.323	9149447.586	8545853.705	8520007.946	9720809.614	11564439.08	12131419.08	9594814.418	9431151.208	11957044.25	11959426.1	9356496.164	9069343.255	9286798.645	8714587.786	9889779.239	10543423.62	9283236.279	11257876.99	8907187.728	11270839.44	8769104.372	11369671.58	9075954.649	9008669.941	9365237.914	9972946.694	9461033.208	10072889.44	10797507.14	11189350.77	11220971.72	11377664.2	11496043.56	11209350.4	9000563.27	9290359.957	9544202.495	9452975.909	9556739.44	9674032.537	9346587.067	8989224.365	9114525.12	9077339.153
CSNK2B	44165000	31632000	36336000	9987200	26934000	12995400	28136000	22102000	28522800	36308000	7072700	30110000	25983745.01	23614666.23	26733513.85	22910803.08	16619992.48	17318227.02	18206450.26	15835239.07	22962590.66	30351664.92	27917108.59	19166763.51	18573132.46	28047322.6	21302340.99	23912020.73	18544117.81	18758183.25	20270779.28	25103408.51	25587863.73	20857255.25	27244650.8	19337944.83	28234995.66	25761843.16	21804042.62	24629179.1	19609540.28	20913291.63	24269340.27	20033551.96	24290716.59	26052626.12	27710795.76	28869365.12	22630824.22	24165943.51	23112436.78	25362332.42	21742977.7	23819873.14	24761763.35	24860152.35	22440919.21	22368089.36	21897078.75	26996685.61	22397241.19	21940794.01	23154175.62	24559346.18	23073440.43	21970386.84	21141156.9	23463469.03	21152643.19	21551879.34	26187205.41	25758866.52	21679751.44	22442938.24	22651124.76	22750594.98	22387294.73	22127796.07	23631510.04	23649419.19	21766715.36	26007733.12	21857275.3	25513211.31	22245844.87	21699823.06	21593527.6	21858500.87	21758827.82	23005958.49	21536861.91	23401853.02	25780632.33	25735673.08	25285306.61	24935219.21	22247910.4	21813813.01	21973575.54	21810951.75	22959406.37	23193719.57	23604017.66	24135911.73	21824965.03	22230800.34	22134770.16	24475262.82	22246934.5	21976582.07	21980895.78	22968191.42	22064304.34	22242362.67	22367557.94	24151235.18	22266046.27	21959709.72	24204986.5	24112489.27	22173083.26	21909278.81	22892296.3	22816914.16	22098375.03	22046936.38	23706412.34	23821967.99	22257844.1	24199158.52	22063650.79	23911265.25	22250356.61	22971552.89	22071253.7	22714968.91	22053151.96	23661564.4	22129669.62	23579068.87
CSPG4	14236640	11485800	14044200	30636000	2629600	26149200	7373800	14088200	23572620	28982000	12641018.52	17017000	14645276.34	15555660.47	17478513.3	23738869.73	33068075.57	32016980.57	16404923.12	14910917.06	19069143.27	21753536.53	16142424.11	15304580.41	14708778.31	21234204.18	20659877.2	23960589.15	16015665.88	30612870.24	17015223.5	19727636.47	18383749.19	21391812.25	16783577.28	16565473.85	22511648.85	16736911.68	19478411.14	24207254.27	31058162.12	30414629.3	19853151.65	18547704.67	20242424.06	21909440.57	17619488.83	23352199.88	23304642.6	20389255.3	22431430.17	24646215.42	18570589.82	28500674.95	19440229.11	19853236.43	19855796.95	22507977.11	24024702.74	18436712.62	21305335.76	20479915.75	20685465.13	24581459.44	28530853.23	27813981.4	19303823.89	18899541.32	21549199.04	20452181.23	24545114.38	21904450.12	19901089.58	19292525.9	22985749.2	23091094	19910538.5	27713132.69	19716363.78	21966855.93	20447337.35	23456795.28	22054441.31	21448952.05	20078005.14	23169823.63	19624890.2	22701311.22	27359494.38	27641336.12	21983914.02	21277670.52	22784127.11	21209382.2	20427436.48	21199267.38	22934420.39	23419408.65	22987070.12	24599905.96	20270147.17	25648517.06	20752804.43	21559873.89	21642647.87	20864845.87	20862108.15	21832643.22	20598545.07	20550344.62	21734772.61	24466224.64	25553495.89	25118433.15	21072735.75	20355458.12	21051199.84	20282783.33	21250604.03	21522322.51	20346709.17	21483334.86	23040067.96	21418093.5	20774653.55	24388767.97	21092457.69	21076569.41	21154679.92	21360040.54	20671383.29	21577352.11	21547271	21975924.03	22052783.32	21086263.05	24061669.4	23770244.54	20513709.38	20576045.9
CSRP1	452782000	3852200000	3090200000	6108000000	2169600000	1950300000	2295000000	5864600000	815994000	3420800000	2111900000	1890560000	4790742503	2980302500	3141982621	3702875950	2544950953	2522733305	3716783307	4656000145	3565604149	2878930337	2364898065	4507588137	3559689322	3556122005	3006328521	3624134014	2529781131	3702379609	3487348113	3668824586	3299177279	3147344036	4791120435	3657548891	2739547916	3285870497	3368350756	3860739311	3966343731	3037376711	3008941486	3201332702	2991919714	4487236940	4012766357	3821314329	3468760956	3016068076	3427625977	3050496519	3875889975	2992885858	3157368427	3177888220	4467531978	3472918969	3198080941	3362427235	3468442634	3434728848	3406938437	3861188615	3931696051	3226759181	3085288565	4354718793	4078653397	3373293095	3266727619	3210711460	3139882284	3134420742	3561256056	3183569982	3818927146	3264615916	4394389255	3417093159	3849838883	3259752207	3210502470	3225990381	3161465951	3582903976	3538717938	3800730247	3726904282	4308594605	4168670401	3634859545	3796904255	3262412334	3229174441	3278373991	3635959716	3263052450	3481329599	3295789844	3804392463	3368385653	3763644112	3397060595	3771065929	3274902299	3291177521	3600023505	3618656026	3467447076	3436694019	3761428412	3693373699	3656483815	3631276053	3641885551	3767268032	3291620339	3584329026	3296710908	3429442608	3310236375	3604469786	3350430222	3319814222	3308427220	3294029017	3408885539	3760130303	3580878487	3578039524	3425348664	3412828740	3588752205	3550754130	3329212340	3310208461	3313302777	3413865432	3651079979
CSRP2	27898200	71636000	16811800	422209292.5	113036000	31128900	112620000	201020000	28614600	100286000	33320027.96	70814000	112512320.6	121594623.2	258307739.5	223708883.2	107002905.4	108454845.6	126200013.6	174238327	128366929.2	124188009.2	110973964	132643277.1	100746983.1	272178963.6	136350268.4	219738826.3	108652861.4	124996155.6	155880807.9	155263513.6	115004517.9	124166276.7	133010193.6	143856296.8	284277995.1	253308001.2	204442307.1	234277878.8	142312359.5	157252333.6	127720325	167376381.4	137194122.6	137079874.9	139274320.7	269080681.2	162554431.8	181082171.4	163029364.3	225744320.9	150487345.2	165361265.2	176032203.3	167279423.8	137750382	139832584.4	267482336.7	246402329.3	160179259.2	160008059.5	204961384.7	218498876.8	159291713	155317560.2	153561082.9	174467983	147455394.8	273053119.1	168306944.8	233746907.1	148892580.7	193677050.7	162868696	208718866.4	154264898.1	152098834.8	171271777	177642108.5	276564904.7	257263939.8	219235123.1	239437917.8	200378234.3	186928993.9	202329047.5	211459857.1	159790748.1	176821964.5	164232387	256854853.5	178308272	197243660.1	179822200.9	198891749.7	173688179.3	175777644	169665543.8	212296072.4	178174872.1	173901858.6	254058176.7	240881535.9	182025599.8	180692007.3	182504451	188816691.9	165935953	169977757.8	206551751.7	198426480.9	168882948.2	244804065.6	178527515.5	224321389.1	167306425.4	167796674.6	172311831.7	188933373.2	170285112.4	202850704.1	174701768.7	196186089	242801929.9	233764729	213808058.8	225389728.8	169310444.8	173339152.9	185480269.6	187633870.3	201692476.9	197520673.6	191066126	216356788.5	179120912.9	190106346.8	181875960.7	226456894.9
CST3	64486400	71056000	39224000	51713597.92	76328000	32985700	101930000	86346000	132313500	70696000	71264000	39494000	60865225.79	76132453.36	42220627.08	48699347.3	45338348.27	58620345.45	46599792.61	45049896.57	53166498.46	40443830.49	56057741.17	61693206.99	51909453.53	50672767.9	48945391.66	46067622.13	56108657.58	55305210.7	45235240.29	51851941.84	56711653.76	59988429.11	50469218.96	54778518.41	46503222.56	47027336.82	48223187.84	55460241.45	46473679.81	55759798.53	52546292.5	50943178.53	49470690.75	55785941.52	50782971.52	54840653.91	47261875.17	47944307.96	54009428.41	55900837.86	56373215.22	50475811.11	48924928.88	48823449.93	53692508.11	52491020.11	51631991.48	55221860.96	48451828.79	53845703.21	49769817.51	48380807.56	53813215.84	49557422.53	48131517.62	52900610.98	49304645.18	48979598.48	51722711.61	54953434.82	53671306.49	52427205.53	49795409.85	53857327.64	52752192.68	49977573.76	53339043.65	52226283.54	49000314.41	51422393.45	51943456.72	50033785.78	50011022.08	51413352.9	52874077.94	49963983.32	51646026.01	52264051.87	50052692.19	52178128.93	51409304.27	49534332.07	50928483.21	49061677.58	50441481.96	50514332.92	51978608.28	50779950.8	49732754.62	51332207.23	51267964.71	49931987.65	51045528.01	50582563.5	51068370.68	50598815.9	49304638.58	50696731.19	50444425.17	50303762.36	50865369.02	49344313.22	50616611.42	50405791.67	49764815.46	49791615	49779479.71	50608047.91	50716748.28	49588466.43	49478891.33	49900978.71	50864957.14	50628367.71	49576987.01	50008803.39	49399634.41	49385177.91	50201704.25	49488161.27	50508566.37	49498342.81	49811672.87	50356690.36	49636389.55	50452907.63	49840962.15	50021421.24
CST6	19366182.8	13829024.78	11596958.61	13056577.3	239579.7212	170714.9925	632449.3311	1336628.698	859355.5464	451644.1822	168970.0625	554921.6905	6608655.653	5668137.587	3472251.82	9199593.129	3227032.886	3354739.14	3554745.822	3571221.49	3331146.566	3384428.566	3442491.829	7386214.585	4056931.292	3761506.032	9194131.262	9651470.558	4019924.03	4096628.025	3919763.962	4143894.617	3964604.119	3970999.954	7858368.371	7356604.589	4415227.688	9560410.437	4728090.021	9914022.109	4499969.882	4602000.704	4653478.462	4613850.529	4445030.704	8326144.266	5025048.911	7475336.841	9740423.743	9532562.226	9982823.234	10312625.22	5104721.8	5056093.801	5045197.294	5175109.633	8890419.204	8378488.609	7584598.302	7440926.198	5421452.98	5667259.844	5554063.322	10437398.08	5359497.675	5322514.288	5441695.26	9029030.349	5880289.509	6169668.123	5530791.482	7408615.51	5662998.055	5533754.825	10305424.21	10565098.07	5590997.026	5673674.868	9143358.04	8750171.121	5930169.158	6283239.488	7529978.794	7420395.544	5824803.027	10468748.25	6012238.713	10729649.11	5894751.263	9282684.508	6244741.42	8675876.252	6239597.741	7137062.701	6013170.226	7500332.499	10565307.79	10425745.16	10732123.31	10897258.56	9498645.348	9182197.198	8605174.303	8633919.802	7118532.984	7353507.191	7727380.515	9319090.911	6422058.587	6590154.36	6451696.863	7686662.067	6616985.121	6880360.031	6337144.417	7824035.241	6556686.821	6697594.086	7918600.156	9237296.48	6532502.763	6504253.618	7601896.627	7446648.059	6648972.841	6930920.307	7878907.35	7671071.938	6554532.355	7635723.063	7742806.419	9138969.012	6482916.101	7552522.033	6618319.325	7261895.683	6752033.508	7420130.732	6686848.912	7597047.911
CSTA	86405000	160868000	112214000	69642000	45908000	5499010	82586000	71360000	128212200	20550000	5014518.023	19270600	109921835	89422946.4	58311942.34	50312007.64	57141596.39	76536764.7	47872194.19	54360614.51	80355916.58	52684608.1	52397987.86	109225782	61897701.1	50081767.02	56828475.9	55954423.21	68763917.76	78702116.84	57481453.8	77197638.06	79685999.92	53139835.01	109689441.4	101813375	67615899.56	62866023.15	57170912.26	69128765.14	66577707.99	78102565.73	77103342.56	60334035.15	84448393.11	115041745.8	67597547.8	94086530.96	65351380.96	66393551.25	72770196.21	63597867.57	72620727.55	62312542.6	78101131.74	85751077.05	92660687.66	110048255.1	89911046.82	92606177.12	65392117.84	70743676.95	73642210.41	73638333.49	75064641.47	80703632	72804210.22	72178053.19	82757623.01	85759255.98	68604853.34	93161740.62	71677214.88	69297497.9	66442010.86	67864493.55	72095943.62	74429607.93	67257618.18	77218956.53	69773264.88	83963090.88	91574777.33	88798279.95	69949240.35	70453006.87	69053206.04	71878523.55	70028822.73	74893368.71	77762406.82	75356224.64	82181291.34	75755729.63	71001516.39	87103283.97	68954355.87	69855583.58	71295384.12	70348305.78	73381648.24	71434303.87	70999575.99	75441821.11	75107942.32	73497789.2	84890195.5	87087838.36	70008184.41	70555025.29	70075392.28	72170188.47	71111274.02	69615890.56	73627221.41	69557483.09	70836635.78	80632650.39	71534433.35	86434911.2	70044429.33	69981740.76	71600835.47	70581984.46	71026993.21	73554903.43	73645147.2	70886606.52	79413462.3	78791602.02	84663850.14	86267596.93	70063974.65	71620852.06	71032691.27	70466395.99	72552569.71	70133355.05	72802306.02	78590466.25
CSTB	4336420000	2564400000	2136400000	1198260000	4021400000	1352230000	4081600000	2696600000	6007770000	4939800000	1125700000	2864800000	3313347502	2680485961	2057346356	3031117686	2489170815	2565235518	2491318854	2712066220	2123906222	3797813361	2846997456	2791752310	2469515768	2334840097	3048654010	2652895154	2206368232	2206843114	2356137705	2730671218	3834798363	3162431583	2294826000	2563395827	2384785973	2967564097	2668293618	2729209345	2294320478	2443151770	2671945327	3410249037	3003582474	3213762759	2633587996	2549342273	2957231583	2685617368	2453248026	2828415591	2550721264	2633491666	3147238739	2829025294	2639800919	3013482770	2527556743	2852628223	2723151285	2688359103	2834905220	2743387021	2552802071	2985052132	2797302552	2673062935	2860303123	2977962977	2824050232	2633034161	2540147696	2652378235	2599330670	2699617664	2943790472	2704903628	2643800711	2708373936	2641134104	2678839586	2717819897	2621991689	2642441555	2584578939	2632435201	2777473738	2774962467	2599862660	2604011889	2607388092	2578584610	2580264875	2637527456	2563157832	2600783601	2591373768	2689044374	2547982144	2720595792	2551378876	2550646528	2576106586	2549260325	2604858644	2622505900	2586457088	2558589538	2646936640	2691216180	2724038428	2722182890	2555195815	2579929950	2581537545	2610521036	2573045173	2591596282	2583717950	2644429733	2601092311	2589997967	2559298104	2724444605	2583527561	2560597324	2587985879	2596704685	2578070441	2567540364	2620433955	2603519532	2571602300	2591290612	2725964656	2702949512	2585991297	2590615776	2572143066
CTBP1	14350600	12134400	12405000	66785531.52	13291800	5915580	18494000	12948800	15964830	15988400	26150204.7	12391315.42	14822253.31	14394095.52	36660697.21	38029974.94	14222891.65	16898585.12	16016941.5	13951767.41	15499642.74	18598353.72	20627847.61	17733352.45	14486523.82	41277132.87	16622728.01	39111244.35	18830110.78	17128325.78	18341244.74	17890564.05	19489771.38	18514454	19439146.88	19874179.43	43508153.36	42096013.21	40578930.76	38948171.23	20875853.73	20428494.28	19695135.24	20854142.57	20266598.57	20237647.55	19768089.41	42976283.72	21246827.53	21380588.66	21524607.78	37998138.91	20720727.75	21015167.93	21454397.19	20904006.5	20355905.46	20797020.42	43543755.45	42458370.86	21224836.15	21237286.91	37569123.93	38634484.3	21921475.09	22070793.91	22188610.46	22194535.46	22095609.83	44407619.9	23071225.81	43234660.2	22308489.13	38628043.86	23582269.9	39244121.29	22900341.04	22870777.93	22760396.86	22853472.49	45067796.35	44367631.74	43454877.24	44460541.66	40103051.13	39021261.13	39812293.31	40674239.4	24545749.09	24626899.21	24610820.25	46733088.45	25460392.13	25680510.47	25783130.79	29145542.16	25915232.83	25635627.26	25714613.13	40989861.7	25103808.47	25039540.77	47145890.47	46511092.38	25663062.27	25547660.57	28808420.19	28707741.71	25786948.68	25588894.11	40785876.84	41534292.39	25854348.63	47896996.54	26619363.15	46838112.41	26285211.06	29431554.88	26299107.72	29120067.94	26421669.8	41422232.81	27098233.09	42035843.88	48525003.99	47936325.14	47046316.4	47539666.06	30293681.07	30304173.87	30016783.43	29915754.7	42238364.24	41674583.41	42395093.72	34057289.29	28204523.34	28510149.97	28119940.4	44876122.74
CTBP2	4788960	2684507.299	1283321.783	1569487.425	806963.9981	847842.2536	501670.7959	734483.5096	257092.857	461206.9343	317770.0552	479578.9821	2184606.677	2079966.45	879178.015	1126894.911	1136746.939	1310997.032	936359.1215	1098100.961	975064.4334	917845.5028	930291.7026	2069517.646	973357.1692	1413852.76	1173622.521	944931.9413	1109682.169	1316077.713	1115670.438	1082182.143	1020209.729	977170.793	2104318.504	2093798.709	1468585.215	1280224.044	1275006.998	1216929.866	1262694.544	1261739.649	1099592.65	1128855.41	1111330.567	2196393.83	1104270.965	1719187.44	1295361.721	1116061.388	1169025.919	1157852.063	1113922.446	1275132.296	1145251.091	1134045.148	2201898.333	2227990.566	1769616.671	1588946.528	1351485.89	1228089.058	1187152.754	1220085.787	1338052.759	1309203.788	1192496.653	2249309.366	1223253.918	1655912.929	1384758.42	1444092.879	1333327.727	1252557.299	1245107.342	1330580.139	1243014.575	1331247.161	2272850.921	2255467.612	1674899.259	1518735.072	1310222.325	1362367.61	1333691.834	1261321.458	1339431.079	1342506.008	1344168.382	2198529.233	1284772.614	1848147.696	1430055.262	1484082.407	1329933.593	1307012.849	1351006.321	1357491.405	1283253.883	1281872.38	2134588.895	2202440.774	1861020.061	1721205.461	1361161.066	1461796.935	1332023.39	1353310.221	1316209.262	1384021.063	1311840.053	2163186.1	1385936.513	1660105.131	1461494.727	1682939.478	1426635.539	1456632.971	1349246.28	1365239.193	1396259.383	1401188.79	2180946.999	2113769.372	1616958.271	1543592.629	1568003.94	1604606.001	1380302.339	1457923.91	1367356.386	1382505.669	1356649.945	2131514.515	1424754.414	1854884.567	1435093.069	1386674.093	1399041.836	1587006.331
